,area_type,location,size,total_sqft,bath,balcony,price
1265,Plot,Chikka Tirupathi,4 Bedroom,2325.0,4.0,1.0,9888.0
1266,Super,Yelahanka,2 BHK,1120.0,2.0,2.0,4532.0
1268,Super,Sarjapur  Road,2 BHK,1128.0,2.0,2.0,4861.6
1269,Plot,5th Block Hbr Layout,6 Bedroom,1200.0,6.0,2.0,20600.0
1270,Super,Jigani,2 BHK,924.0,2.0,2.0,5356.0
1271,Super,Suraksha Nagar,3 BHK,1600.0,3.0,2.0,4284.8
1272,Super,Pai Layout,2 BHK,1006.0,2.0,2.0,2884.0
1273,Super,Amruthahalli,2 BHK,1200.0,2.0,2.0,4532.0
1274,Super,Jalahalli West,2 BHK,1250.0,2.0,1.0,5108.8
1275,Plot,Defence Layout,3 Bedroom,1200.0,3.0,1.0,10712.0
1276,Built-up,Kannamangala,2 BHK,957.0,2.0,1.0,4614.400000000001
1277,Super,Whitefield,2 BHK,1140.0,2.0,2.0,3378.4
1278,Super,Roopena Agrahara,2 BHK,1050.0,2.0,1.0,5520.8
1279,Super,Kasturi Nagar,3 BHK,1565.0,3.0,2.0,7292.400000000001
1280,Super,Whitefield,2 BHK,1190.0,2.0,3.0,4696.8
1281,Built-up,Whitefield,3 Bedroom,2842.0,3.0,2.0,13348.800000000001
1283,Super,Electronics City Phase 1,1 BHK,630.0,1.0,1.0,3213.6000000000004
1284,Super,Whitefield,3 BHK,1403.0,2.0,2.0,5010.744000000001
1285,Super,Kanakpura Road,3 BHK,1542.0,2.0,3.0,7004.000000000001
1286,Built-up,Haralur Road,4 Bedroom,2750.0,4.0,0.0,18128.0
1287,Super,Iblur Village,4 BHK,3596.0,5.0,1.0,23896.0
1288,Super,Kengeri Satellite Town,3 BHK,1635.0,2.0,2.0,6427.200000000001
1289,Super,Mysore Road,2 BHK,1239.0,2.0,1.0,4367.200000000001
1291,Super,Dooravani Nagar,3 BHK,1596.0,3.0,1.0,8652.0
1292,Super,Channasandra,2 BHK,1009.0,2.0,1.0,3159.2160000000003
1293,Super,Hosa Road,3 BHK,1726.0,3.0,2.0,6755.976
1294,Super,Kudlu Gate,3 BHK,1535.0,3.0,2.0,7086.400000000001
1295,Super,Banashankari Stage V,3 BHK,1300.0,2.0,1.0,4820.400000000001
1296,Plot,Whitefield,4 Bedroom,3100.0,4.0,2.0,38316.0
1297,Super,Coconut Garden,3 BHK,1800.0,3.0,3.0,6592.0
1298,Super,Binny Pete,1 BHK,665.0,1.0,0.0,4181.8
1299,Plot,Chamrajpet,9 Bedroom,4050.0,7.0,1.0,98880.0
1300,Plot,TC Palaya,3 Bedroom,1500.0,2.0,1.0,8240.0
1301,Built-up,Kalkere,2 BHK,925.0,2.0,2.0,3955.2000000000003
1302,Super,Old Airport Road,4 BHK,3356.0,4.0,2.0,20682.4
1303,Super,Gollahalli,2 BHK,1395.0,2.0,1.0,5239.816000000001
1304,Super,Sonnenahalli,3 BHK,1415.0,2.0,1.0,4532.0
1305,Super,Begur,3 BHK,1419.0,2.0,2.0,4861.6
1306,Super,Kasavanhalli,2 BHK,1121.0,2.0,2.0,6427.200000000001
1307,Super,Kambipura,3 BHK,1082.0,2.0,1.0,3708.0000000000005
1308,Super,KR Puram,2 BHK,1100.0,2.0,1.0,3872.8
1309,Super,Hoodi,3 BHK,1606.0,3.0,3.0,7378.92
1310,Built-up,Billekahalli,3 BHK,1650.0,3.0,2.0,7251.200000000001
1311,Super,D Souza Layout,3 BHK,4634.0,4.0,3.0,83636.0
1312,Super,Old Airport Road,2 BHK,1206.0,2.0,3.0,6180.0
1313,Built-up,Sarjapur  Road,3 BHK,1495.0,2.0,0.0,5273.6
1314,Plot,Malleshwaram,8 Bedroom,840.0,7.0,2.0,16068.000000000002
1315,Super,Electronic City,2 BHK,710.0,2.0,2.0,1318.4
1316,Super,Balagere,2 BHK,1210.0,2.0,1.0,5932.8
1317,Super,Nagarbhavi,3 BHK,1523.0,2.0,2.0,4400.16
1318,Super,Whitefield,2 BHK,1232.0,2.0,2.0,3708.0000000000005
1319,Super,Rachenahalli,1 BHK,680.0,1.0,1.0,3625.6000000000004
1320,Super,Hebbal,3 BHK,1355.0,3.0,1.0,6910.888000000001
1321,Super,Thanisandra,3 BHK,1430.0,2.0,2.0,4240.304
1322,Super,Kothannur,3 BHK,1275.0,2.0,2.0,3613.2400000000002
1323,Super,Electronic City,2 BHK,1070.0,2.0,1.0,4622.64
1324,Plot,Bettahalsoor,3 Bedroom,1200.0,3.0,1.0,7004.000000000001
1325,Plot,Electronic City,4 Bedroom,2000.0,4.0,0.0,9888.0
1326,Super,Bommanahalli,2 BHK,1200.0,2.0,2.0,3296.0
1327,Super,Marathahalli,3 BHK,1610.0,3.0,1.0,7416.000000000001
1328,Super,Haralur Road,2 BHK,1140.0,2.0,2.0,3543.2000000000003
1329,Super,Raja Rajeshwari Nagar,2 BHK,1143.0,2.0,2.0,3184.76
1331,Super,Rachenahalli,3 BHK,1530.0,2.0,2.0,6130.560000000001
1332,Super,7th Phase JP Nagar,2 BHK,980.0,2.0,2.0,5685.6
1333,Super,Whitefield,3 BHK,1485.0,3.0,2.0,5356.0
1334,Plot,Whitefield,3 Bedroom,1500.0,3.0,1.0,10712.0
1335,Super,Whitefield,2 BHK,1280.0,2.0,1.0,6180.0
1336,Super,Thanisandra,2 BHK,1265.0,2.0,2.0,7004.000000000001
1337,Built-up,"ECC Road, Whitefield, ",2 BHK,1132.0,2.0,1.0,5520.8
1338,Super,Ashwath Nagar,2 BHK,1262.0,2.0,2.0,5191.200000000001
1339,Super,JP Nagar,2 BHK,940.0,2.0,1.0,4037.6000000000004
1340,Super,Seetharampalya,3 BHK,1515.0,3.0,3.0,7251.200000000001
1341,Super,Jigani,3 BHK,1300.0,3.0,3.0,12360.0
1342,Built-up,Kothanur,3 Bedroom,1840.0,3.0,1.0,5685.6
1343,Built-up,Electronic City,2 BHK,890.0,2.0,2.0,3708.0000000000005
1344,Super,Rukmaiah Layout,3 BHK,1655.0,3.0,2.0,7091.344000000001
1345,Super,Hennur Road,3 BHK,2060.0,3.0,1.0,12277.6
1346,Super,Bommanahalli,3 BHK,1730.0,3.0,1.0,7910.400000000001
1347,Built-up,Yelahanka,3 BHK,2195.0,4.0,2.0,10464.800000000001
1348,Super,Kathriguppe,3 BHK,1650.0,3.0,2.0,10300.0
1349,Plot,KR Puram,2 Bedroom,1200.0,2.0,0.0,5850.400000000001
1350,Super,Hosa Road,2 BHK,1079.0,2.0,1.0,2667.288
1351,Super,Panathur,2 BHK,1085.0,2.0,1.0,2966.4
1352,Built-up,Maruthi Sevanagar,7 Bedroom,5000.0,7.0,2.0,24637.600000000002
1353,Super,Yelahanka,2 BHK,1075.0,2.0,1.0,4243.6
1354,Super,Devanahalli Int. Airport,2 BHK,1380.0,2.0,1.0,6592.0
1355,Super,Puttanahalli,3 BHK,1450.0,3.0,1.0,5356.0
1356,Super,Thubarahalli,2 BHK,1200.0,2.0,2.0,6427.200000000001
1357,Super,Benson Town,3 BHK,3200.0,4.0,2.0,28840.000000000004
1358,Super,Hoodi,3 BHK,1639.0,3.0,1.0,8101.568
1359,Super,Jakkuru Layout,2 BHK,1200.0,2.0,1.0,4449.6
1360,Super,Vijayanagar,3 BHK,1739.0,3.0,1.0,9558.400000000001
1361,Built-up,Palanahalli,4 Bedroom,4346.0,5.0,2.0,41200.0
1362,Super,Old Madras Road,2 BHK,935.0,2.0,1.0,2696.128
1363,Super, Thanisandra,1 RK,510.0,1.0,1.0,2080.6000000000004
1364,Plot,Devasandra Extension,6 Bedroom,1200.0,6.0,3.0,14832.000000000002
1365,Super,Nagondanahalli,2 BHK,1178.0,2.0,3.0,3872.8
1366,Built-up,Chikkalasandra,3 BHK,1375.0,2.0,1.0,4120.0
1367,Super,Chandapura,3 BHK,1065.0,2.0,1.0,2719.2000000000003
1368,Super,2nd Phase Judicial Layout,3 BHK,1450.0,2.0,1.0,4181.8
1369,Built-up,BEML Layout,2 BHK,999.0,2.0,3.0,3708.0000000000005
1370,Super,Amruthahalli,2 BHK,4400.0,3.0,2.0,39140.0
1371,Plot,Marathahalli,5 Bedroom,1350.0,4.0,1.0,11124.0
1372,Built-up,Kothannur,2 BHK,1100.0,2.0,2.0,3296.0
1373,Super,Koramangala,3 BHK,1835.0,2.0,3.0,12772.0
1374,Super,Hoodi,4 BHK,2090.0,4.0,0.0,7836.24
1375,Super,Lingadheeranahalli,3 BHK,1519.0,3.0,1.0,7663.200000000001
1376,Built-up,Dommasandra,3 BHK,1267.0,3.0,2.0,4614.400000000001
1377,Super,Sanjay nagar,2 BHK,1150.0,2.0,3.0,5949.280000000001
1378,Super,Marathahalli,2 BHK,1146.0,2.0,1.0,5768.0
1379,Plot,1st Block HRBR Layout,8 Bedroom,1200.0,7.0,0.0,19364.0
1380,Built-up,Kannamangala,3 BHK,1550.0,3.0,3.0,5356.0
1381,Built-up,Chandapura,2 BHK,850.0,1.0,1.0,1524.4
1382,Super,Richmond Town,3 BHK,2200.0,3.0,2.0,15408.800000000001
1383,Built-up,"Sarjapur Road, ",3 Bedroom,3329.0,3.0,2.0,27192.000000000004
1384,Carpet,Electronics City Phase 1,1 BHK,785.0,1.0,1.0,4532.0
1385,Super,Hebbal Kempapura,3 BHK,2900.0,4.0,2.0,24720.0
1386,Built-up,Raja Rajeshwari Nagar,3 BHK,1610.0,3.0,2.0,6097.6
1387,Super,Bellandur,2 BHK,921.0,2.0,2.0,3296.0
1388,Plot,Kengeri Satellite Town,3 Bedroom,850.0,3.0,2.0,7828.000000000001
1389,Built-up,Bannerghatta Road,5 Bedroom,2700.0,5.0,0.0,13019.2
1390,Super,Sarjapur  Road,3 BHK,1700.0,3.0,3.0,9064.0
1391,Built-up,Sarjapur,2 BHK,1020.0,2.0,2.0,2884.0
1392,Super,Billekahalli,2 BHK,1090.0,2.0,3.0,4284.8
1393,Plot,Bagalur Main Road,4 Bedroom,3600.0,4.0,2.0,24720.0
1395,Super,Thanisandra,2 BHK,1185.0,2.0,2.0,3469.0400000000004
1396,Super,Doddathoguru,2 BHK,850.0,2.0,1.0,2060.0
1397,Built-up,Harlur,2 BHK,1197.0,2.0,1.0,6921.6
1398,Super,Byadarahalli,4 BHK,3500.0,3.0,3.0,37080.0
1399,Super,Poorna Pragna Layout,2 BHK,920.0,2.0,2.0,3258.92
1401,Super,Raja Rajeshwari Nagar,2 BHK,1105.0,2.0,1.0,5356.0
1402,Super,Yeshwanthpur,3 BHK,1850.0,3.0,3.0,8240.0
1403,Super,Judicial Layout,3 BHK,1300.0,3.0,1.0,5273.6
1404,Built-up,"Varthur Road, ",3 BHK,1595.0,3.0,2.0,6262.400000000001
1405,Super,Kodihalli,4 BHK,3073.0,5.0,2.0,57350.4
1406,Built-up,Horamavu Agara,2 BHK,755.0,2.0,1.0,3089.1760000000004
1407,Built-up,Nagasandra,5 Bedroom,4050.0,5.0,2.0,11536.0
1408,Super,Kanakpura Road,3 BHK,1300.0,2.0,3.0,5685.6
1409,Built-up,Bannerghatta Road,2 BHK,1215.0,2.0,0.0,4120.0
1410,Super,Kanakpura Road,2 BHK,900.0,2.0,1.0,3790.4
1411,Super,Banashankari Stage III,2 BHK,1145.0,2.0,3.0,4812.16
1412,Super,Chikka Banaswadi,2 BHK,1093.0,2.0,2.0,5356.0
1413,Super,Babusapalaya,3 BHK,1213.0,2.0,2.0,3410.536
1414,Super,Bannerghatta Road,3 BHK,1654.0,3.0,2.0,8240.0
1415,Super,NGR Layout,2 BHK,1105.0,2.0,1.0,4324.352
1416,Super,Babusapalaya,3 BHK,1611.0,2.0,2.0,5438.400000000001
1417,Built-up,Outer Ring Road East,2 BHK,1367.0,2.0,2.0,5108.8
1418,Super,Devanahalli,2 BHK,1010.0,2.0,1.0,4202.400000000001
1419,Plot,Kavika Layout,3 Bedroom,750.0,2.0,1.0,6180.0
1420,Carpet,Vinayaka Nagar,3 BHK,1535.0,3.0,1.0,7828.000000000001
1421,Super,Anekal,2 BHK,620.0,2.0,1.0,1812.8000000000002
1422,Built-up,Horamavu Agara,2 BHK,982.0,2.0,1.0,3926.36
1423,Super,Banashankari Stage II,2 BHK,1700.0,2.0,2.0,12360.0
1424,Super,Whitefield,2 BHK,1330.0,2.0,1.0,5850.400000000001
1425,Built-up,JP Nagar,3 Bedroom,2500.0,3.0,2.0,11124.0
1426,Super,Poorna Pragna Layout,3 BHK,1475.0,2.0,2.0,4860.776000000001
1427,Super,Bhoganhalli,3 BHK,1410.0,3.0,1.0,5356.0
1428,Super,Yelahanka New Town,1 BHK,440.0,1.0,1.0,1359.6000000000001
1429,Super,Yelahanka,3 BHK,1614.0,3.0,2.0,7828.000000000001
1430,Super,Neeladri Nagar,2 BHK,1363.0,2.0,2.0,5603.200000000001
1431,Built-up,Kogilu,2 Bedroom,650.0,2.0,0.0,2307.2000000000003
1432,Super,Dodda Kempaiah Layout,2 BHK,1015.0,2.0,1.0,3708.0000000000005
1433,Super,Horamavu Banaswadi,2 BHK,1156.0,2.0,2.0,3790.4
1434,Super,Hennur Busstop,2 BHK,1100.0,2.0,1.0,5166.4800000000005
1435,Super,KR Puram,3 BHK,1455.0,3.0,2.0,3790.4
1436,Super,GB Palya,2 BHK,930.0,2.0,1.0,3708.0000000000005
1437,Built-up,AMS Layout,3 BHK,1650.0,2.0,2.0,6592.0
1438,Built-up,KR Puram,2 Bedroom,1200.0,2.0,0.0,7416.000000000001
1439,Plot,9th Block Jayanagar,1 Bedroom,700.0,1.0,0.0,12360.0
1440,Super,Karuna Nagar,4 BHK,2900.0,3.0,2.0,11124.0
1441,Super,Kadugodi,3 BHK,1890.0,4.0,3.0,10464.800000000001
1442,Super,Ashwathnagar,3 BHK,2197.0,4.0,3.0,23072.0
1443,Super,Hebbal Kempapura,3 BHK,3522.0,3.0,2.0,31312.000000000004
1444,Super,Gaurava Nagar,3 BHK,1240.0,2.0,2.0,3790.4
1445,Built-up,HRBR Layout,2 BHK,1440.0,2.0,2.0,8075.200000000001
1446,Super,Kodichikkanahalli,1 BHK,650.0,1.0,2.0,3131.2000000000003
1447,Super,Budigere,1 BHK,764.0,1.0,1.0,2636.8
1448,Plot,Sector 7 HSR Layout,5 Bedroom,900.0,4.0,0.0,7416.000000000001
1450,Built-up,Hoodi,3 BHK,1445.0,3.0,2.0,5356.0
1451,Super,Kanakpura Road,2 BHK,900.0,1.0,0.0,3708.0000000000005
1452,Super,Singasandra,2 BHK,1030.0,2.0,2.0,4532.0
1453,Super,Yelahanka,3 BHK,1381.0,2.0,2.0,4324.352
1454,Built-up,Basapura,2 BHK,1100.0,2.0,1.0,4944.0
1455,Super,Hoodi,3 BHK,1575.0,3.0,2.0,5470.536
1456,Plot,Thigalarapalya,2 Bedroom,1200.0,2.0,1.0,5356.0
1457,Super,Begur Road,2 BHK,1200.0,2.0,2.0,3559.6800000000003
1458,Super,Kasturi Nagar,2 BHK,1080.0,2.0,2.0,6592.0
1459,Plot,Hebbal Kempapura,5 Bedroom,2280.0,5.0,2.0,16480.0
1460,Super,Akshaya Nagar,3 BHK,1360.0,2.0,2.0,7004.000000000001
1461,Super,Jakkur,3 BHK,1865.0,3.0,1.0,10217.6
1462,Super,Sarjapur  Road,3 BHK,1157.0,2.0,1.0,6180.0
1463,Super,Kammasandra,2 BHK,674.0,2.0,1.0,2389.6000000000004
1464,Super,Whitefield,3 BHK,1405.0,2.0,1.0,6427.200000000001
1465,Super,Begur Road,2 BHK,1160.0,2.0,2.0,3632.192
1466,Plot,Kengeri Satellite Town ( BDA SITE),4 Bedroom,1600.0,3.0,1.0,14172.800000000001
1467,Super,Hebbal,3 BHK,1790.0,3.0,2.0,10464.800000000001
1468,Super,Electronic City,2 BHK,1128.0,2.0,1.0,5409.56
1469,Super,Panathur,2 BHK,1180.0,2.0,1.0,5768.0
1470,Built-up,AGS Layout,3 BHK,1450.0,2.0,2.0,7004.000000000001
1471,Built-up,Kengeri,1 BHK,340.0,1.0,1.0,824.0
1472,Built-up,Srinagar,4 Bedroom,2000.0,3.0,1.0,13678.400000000001
1473,Super,Rachenahalli,2 BHK,1050.0,2.0,2.0,4408.400000000001
1474,Super,Varthur,2 BHK,1125.0,2.0,2.0,3296.0
1475,Super,Vittasandra,2 BHK,1246.0,2.0,1.0,5603.200000000001
1476,Super,HSR Layout,2 BHK,1372.0,2.0,1.0,5026.400000000001
1478,Super,Binny Pete,3 BHK,2465.0,5.0,2.0,19281.600000000002
1479,Super,Dasarahalli,2 BHK,1300.0,2.0,3.0,4532.0
1480,Plot,Brigade Road,2 Bedroom,1420.0,1.0,0.0,18128.0
1481,Plot,Bannerghatta,4 Bedroom,810.0,4.0,1.0,4120.0
1482,Super,Channasandra,2 BHK,1065.0,2.0,1.0,2884.0
1483,Built-up,Hessarghatta,2 BHK,700.0,2.0,0.0,2224.8
1485,Super,Belathur,2 BHK,1050.0,2.0,1.0,3708.0000000000005
1486,Super,Maruthi HBCS Layout,3 BHK,1250.0,3.0,3.0,3254.8
1487,Built-up,Electronic City,2 BHK,865.0,2.0,0.0,3460.8
1488,Super,Uttarahalli,2 BHK,1200.0,2.0,2.0,3625.6000000000004
1489,Built-up,Srirampura,3 BHK,1756.0,3.0,3.0,8240.0
1491,Super,Yelahanka,1 BHK,628.0,1.0,1.0,1977.6000000000001
1492,Plot,9th Phase JP Nagar,7 Bedroom,1200.0,6.0,2.0,16068.000000000002
1493,Super,5th Phase JP Nagar,2 BHK,1207.0,2.0,2.0,5191.200000000001
1494,Super,Kalena Agrahara,3 BHK,1765.0,3.0,1.0,10300.0
1495,Built-up,Electronic City,2 BHK,1130.0,2.0,1.0,2689.536
1496,Super,Devanahalli Road,3 BHK,1532.0,3.0,3.0,7580.8
1497,Built-up,Ejipura,3 BHK,1650.0,3.0,0.0,9064.0
1498,Built-up,Horamavu Banaswadi,4 Bedroom,1200.0,4.0,2.0,8652.0
1500,Super,Doddathoguru,2 BHK,1200.0,2.0,2.0,6180.0
1501,Super,Kengeri,2 BHK,1197.0,2.0,2.0,4120.0
1502,Built-up,Green Woods Layout,2 BHK,1200.0,2.0,2.0,5438.400000000001
1503,Super,Uttarahalli,3 BHK,1385.0,2.0,2.0,3994.752
1504,Super,Craig Park Layout,2 BHK,1010.0,2.0,3.0,12195.2
1505,Super,Whitefield,3 BHK,2225.0,3.0,3.0,9476.0
1506,Super,Immadihalli,2 BHK,1180.0,2.0,2.0,3955.2000000000003
1507,Super,Banagiri Nagar,3 BHK,1525.0,2.0,3.0,10052.800000000001
1508,Super,Ananth Nagar,2 BHK,1100.0,2.0,2.0,2595.6000000000004
1509,Super,Hiremath Layout,3 BHK,1435.0,3.0,3.0,5768.0
1510,Built-up,Attibele,1 BHK,400.0,1.0,1.0,1153.6000000000001
1511,Super,Dommasandra,2 BHK,1200.0,2.0,2.0,4120.0
1512,Super,Whitefield,2 BHK,1272.0,2.0,1.0,7832.12
1513,Super,Whitefield,2 BHK,1205.0,2.0,1.0,3213.6000000000004
1514,Built-up,Kalena Agrahara,2 BHK,980.0,2.0,1.0,3296.0
1515,Super,Malleshpalya,2 BHK,1225.0,2.0,2.0,3861.264
1516,Built-up,Whitefield,3 BHK,1541.0,3.0,1.0,5932.8
1517,Super,Ramagondanahalli,3 BHK,1610.0,2.0,2.0,9146.400000000001
1518,Super,Jalahalli,2 BHK,1694.0,2.0,2.0,10300.0
1519,Plot,Jnanabharathi Layout,3 Bedroom,600.0,3.0,2.0,6180.0
1520,Super,Kaggalipura,2 BHK,950.0,2.0,1.0,3213.6000000000004
1521,Super,Muneshwara Nagar,3 BHK,1560.0,2.0,3.0,5438.400000000001
1522,Super,Chandapura,2 BHK,1201.0,2.0,2.0,2224.8
1523,Plot,Chandapura,2 Bedroom,1500.0,2.0,1.0,4944.0
1524,Super,Malleshpalya,3 BHK,1785.0,3.0,2.0,6180.0
1525,Built-up,Raja Rajeshwari Nagar,2 BHK,1258.0,2.0,1.0,5234.872
1526,Super,Electronic City,2 BHK,910.0,2.0,2.0,3460.8
1527,Super,Thigalarapalya,2 BHK,1297.0,2.0,2.0,9228.800000000001
1528,Super,Kundalahalli,2 BHK,1291.0,2.0,3.0,4037.6000000000004
1529,Built-up,Chikkasandra,2 BHK,1070.0,2.0,2.0,3460.8
1530,Super,Varthur,2 BHK,1012.0,2.0,1.0,5479.6
1531,Super,Mahadevpura,2 BHK,1260.0,2.0,3.0,4746.240000000001
1532,Super,Sarjapur  Road,2 BHK,1282.0,2.0,2.0,5932.8
1533,Super,Kanakpura Road,3 BHK,1843.0,3.0,2.0,7593.160000000001
1534,Plot,Bharath Housing Society Layout,4 Bedroom,2400.0,3.0,2.0,16480.0
1535,Built-up,Chikka Tirupathi,5 Bedroom,3356.0,5.0,2.0,8652.0
1536,Super,Hebbal,4 BHK,2790.0,5.0,3.0,16315.2
1537,Super,EPIP Zone,2 BHK,1330.0,2.0,1.0,7167.152000000001
1538,Super,Konanakunte,3 BHK,1400.0,2.0,1.0,6015.200000000001
1539,Built-up,Whitefield,2 BHK,1192.0,2.0,1.0,5850.400000000001
1540,Built-up,3rd Block Jayanagar,2 BHK,1000.0,2.0,1.0,10712.0
1541,Super,Thigalarapalya,2 BHK,1297.0,2.0,2.0,8487.2
1543,Super,Vijayanagar,3 BHK,1490.0,3.0,2.0,8240.0
1544,Super,Rayasandra,3 BHK,1373.0,3.0,2.0,5932.8
1545,Super,7th Phase JP Nagar,2 BHK,1035.0,2.0,1.0,3410.536
1546,Plot,Kadugodi,4 Bedroom,3750.0,4.0,0.0,17304.0
1547,Super,Doddakallasandra,2 BHK,1010.0,2.0,1.0,3328.1360000000004
1548,Built-up,Sarjapur,2 BHK,1195.0,2.0,1.0,3460.8
1549,Super,HSR Layout,3 BHK,1750.0,3.0,2.0,7828.000000000001
1550,Super,Malleshpalya,2 BHK,1052.0,2.0,2.0,4120.0
1551,Super,Horamavu Banaswadi,2 BHK,1180.0,2.0,2.0,4779.200000000001
1552,Built-up,Padmanabhanagar,5 Bedroom,3680.0,4.0,2.0,36256.0
1553,Built-up,Hormavu,3 BHK,2100.0,3.0,2.0,6015.200000000001
1554,Built-up,Hoodi,4 Bedroom,2863.0,4.0,1.0,11536.0
1555,Super,Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,2.0,3150.9760000000006
1556,Built-up,Ulsoor,3 BHK,2700.0,3.0,1.0,37080.0
1557,Super,JP Nagar,2 BHK,1120.0,2.0,2.0,2768.6400000000003
1558,Built-up,HSR Layout,3 BHK,2424.0,3.0,2.0,7416.000000000001
1559,Built-up,Manjunatha Layout,2 BHK,1300.0,2.0,1.0,4944.0
1560,Super,Kanakapura,2 BHK,1090.0,2.0,2.0,2693.656
1561,Built-up,Yelahanka,3 Bedroom,2710.0,3.0,1.0,20682.4
1562,Plot,Konanakunte Cross,2 Bedroom,3040.0,1.0,1.0,14832.000000000002
1563,Super,Uttarahalli,3 BHK,1330.0,2.0,2.0,3835.7200000000003
1564,Super,Hosur Road,3 BHK,1427.0,2.0,1.0,6643.912
1565,Super,Banjara Layout,3 BHK,1294.0,2.0,2.0,3955.2000000000003
1566,Built-up,Begur,3 BHK,1580.0,3.0,2.0,6180.0
1567,Plot,Uttarahalli,5 Bedroom,400.0,5.0,1.0,16480.0
1568,Plot,Chikka Tirupathi,3 Bedroom,1808.0,4.0,2.0,6614.2480000000005
1569,Super,Rajaji Nagar,4 BHK,3516.0,4.0,3.0,44496.0
1570,Super,Parappana Agrahara,2 BHK,1194.0,2.0,2.0,3872.8
1571,Super,Kanakpura Road,2 BHK,900.0,2.0,1.0,3790.4
1572,Super,Abbaiah Reddy Layout,3 BHK,1310.0,2.0,3.0,4120.0
1573,Super,Kanakpura Road,2 BHK,900.0,2.0,1.0,3790.4
1574,Built-up,Singasandra,4 Bedroom,3850.0,6.0,3.0,16068.000000000002
1575,Plot,Kogilu,7 Bedroom,925.0,7.0,3.0,7251.200000000001
1576,Super,Yelachenahalli,2 BHK,2400.0,1.0,1.0,12360.0
1577,Super,Koramangala,2 BHK,1290.0,2.0,3.0,8240.0
1578,Built-up,Yelahanka,6 Bedroom,3770.0,6.0,3.0,9064.0
1579,Super,Lakshmi Layout,3 BHK,1390.0,3.0,1.0,9888.0
1580,Plot,Tavarekere,4 Bedroom,1200.0,4.0,2.0,5932.8
1581,Built-up,Bisuvanahalli,2 BHK,845.0,2.0,1.0,2719.2000000000003
1582,Super,Yelahanka,3 BHK,1537.0,3.0,3.0,9888.0
1583,Super,Immadihalli,2 BHK,1135.0,2.0,2.0,5603.200000000001
1584,Super,Hoodi,3 BHK,1512.0,3.0,2.0,6243.448
1585,Super,Srinivasa Nagar,2 BHK,900.0,2.0,1.0,4532.0
1586,Super,Jigani,3 BHK,1230.0,3.0,3.0,4449.6
1587,Super,Thirumenahalli,3 BHK,1378.0,2.0,3.0,3487.992
1588,Super,Whitefield,2 BHK,1277.0,2.0,1.0,5051.12
1589,Super,Hebbal,3 BHK,1985.0,4.0,2.0,15573.6
1590,Plot,Kengeri,5 Bedroom,8000.0,5.0,2.0,41200.0
1591,Super,KPC Layout,2 BHK,1210.0,2.0,2.0,5108.8
1592,Super,Yelahanka,2 BHK,890.0,2.0,2.0,3296.0
1594,Plot,Sarjapur,4 Bedroom,1200.0,5.0,2.0,9064.0
1595,Built-up,Ardendale,4 BHK,3198.0,4.0,3.0,16480.0
1596,Super,HOSUR MAIN ROAD,3 BHK,1464.0,3.0,2.0,4614.400000000001
1597,Super,Hebbal,4 BHK,2483.0,5.0,2.0,17716.0
1598,Plot,Begur,4 Bedroom,1550.0,4.0,2.0,10712.0
1599,Super,Sarjapur  Road,4 BHK,4111.0,4.0,1.0,25544.0
1600,Super,Electronic City,2 BHK,975.0,2.0,2.0,3090.0
1601,Super,Nandi Durga Road,3 BHK,2500.0,3.0,1.0,20600.0
1602,Super,Rajiv Nagar,3 BHK,1690.0,3.0,1.0,10300.0
1603,Super,Hosa Road,2 BHK,1063.0,2.0,1.0,2627.7360000000003
1604,Plot,Cooke Town,3 Bedroom,2572.0,3.0,3.0,32136.000000000004
1605,Carpet,Kumara Park,3 BHK,2200.0,4.0,2.0,28840.000000000004
1606,Built-up,Daadys Gaarden Layout,3 BHK,1600.0,3.0,0.0,6592.0
1607,Super,Maruthi Nagar,3 BHK,1250.0,3.0,1.0,3254.8
1608,Super,Bommanahalli,1 BHK,520.0,1.0,0.0,1606.8000000000002
1609,Super,Marathahalli,4 BHK,4000.0,5.0,2.0,17468.800000000003
1610,Built-up,Munnekollal,3 BHK,1390.0,3.0,2.0,5603.200000000001
1611,Super,Whitefield,2 BHK,1185.0,2.0,2.0,3296.0
1612,Super,Sahakara Nagar,2 BHK,1219.0,2.0,2.0,3955.2000000000003
1613,Super,Kudlu Gate,3 BHK,1564.0,2.0,1.0,7580.8
1615,Super,Hosa Road,2 BHK,1100.0,2.0,2.0,3057.0400000000004
1616,Built-up,Kothannur,3 BHK,1300.0,2.0,0.0,4944.0
1617,Plot,Chikkabanavar,3 Bedroom,1600.0,2.0,0.0,6592.0
1618,Built-up,Ramamurthy Nagar,3 Bedroom,1600.0,3.0,2.0,6180.0
1619,Super,Hennur Road,3 BHK,1482.0,2.0,1.0,7580.8
1620,Plot,Marsur,3 Bedroom,1000.0,4.0,3.0,5438.400000000001
1621,Super,Shampura,2 BHK,1200.0,2.0,3.0,4367.200000000001
1622,Plot,Gubbalala,3 Bedroom,600.0,3.0,2.0,6180.0
1623,Super,Kengeri,2 BHK,1200.0,2.0,0.0,4779.200000000001
1624,Plot,Kereguddadahalli,6 Bedroom,600.0,4.0,0.0,4944.0
1625,Built-up,Nagarbhavi,3 Bedroom,2400.0,3.0,0.0,13184.0
